episode,timestep,elapsed_sec,ep_reward,ep_length,final_score,won,peace_win,defeated,rolling_reward_20,rolling_score_20,rolling_winrate_20
1,68,0.8,-78.78,68,2922.0,0,0,1,-78.78,2922.0,0.0
2,168,1.7,-62.0,100,4600.0,0,0,1,-70.39,3761.0,0.0
3,232,2.2,-83.07,64,2493.0,0,0,1,-74.617,3338.3,0.0
4,292,2.8,-88.0,60,2000.0,0,0,1,-77.963,3003.8,0.0
5,356,3.3,-81.16,64,2684.0,0,0,1,-78.602,2939.8,0.0
6,432,3.9,-68.5,76,3950.0,0,0,1,-76.918,3108.2,0.0
7,500,4.5,-78.64,68,2936.0,0,0,1,-77.164,3083.6,0.0
8,564,5.1,-79.73,64,2827.0,0,0,1,-77.485,3051.5,0.0
9,714,6.5,241.39,150,8939.0,1,0,0,-42.054,3705.7,0.111
10,790,7.2,-80.7,76,2730.0,0,0,1,-45.919,3608.1,0.1
11,860,7.8,-82.47,70,2553.0,0,0,1,-49.242,3512.2,0.091
12,916,8.3,-95.64,56,1236.0,0,0,1,-53.108,3322.5,0.083
13,992,9.0,-78.85,76,2915.0,0,0,1,-55.088,3291.2,0.077
14,1058,9.6,-74.78,66,3322.0,0,0,1,-56.495,3293.4,0.071
15,1122,10.1,-82.84,64,2516.0,0,0,1,-58.251,3241.5,0.067
16,1180,10.7,-83.12,58,2488.0,0,0,1,-59.806,3194.4,0.062
17,1240,11.2,-88.13,60,1987.0,0,0,1,-61.472,3123.4,0.059
18,1368,12.4,207.95,128,7595.0,1,0,0,-46.504,3371.8,0.111
19,1434,12.9,-86.96,66,2104.0,0,0,1,-48.633,3305.1,0.105
20,1502,13.6,-84.53,68,2347.0,0,0,1,-50.428,3257.2,0.1
21,1564,14.1,-78.12,62,2988.0,0,0,1,-50.395,3260.5,0.1
22,1628,14.7,-88.57,64,1943.0,0,0,1,-51.724,3127.7,0.1
23,1690,15.2,-84.14,62,2386.0,0,0,1,-51.777,3122.3,0.1
24,1756,15.8,-86.05,66,2195.0,0,0,1,-51.68,3132.1,0.1
25,1818,16.3,-78.68,62,2932.0,0,0,1,-51.555,3144.4,0.1
26,1878,16.8,-89.53,60,1847.0,0,0,1,-52.607,3039.3,0.1
27,2070,20.1,289.41,192,15741.0,1,0,0,-34.204,3679.6,0.15
28,2220,21.4,234.21,150,8221.0,1,0,0,-18.507,3949.2,0.2
29,2280,21.9,-88.66,60,1934.0,0,0,1,-35.01,3599.0,0.15
30,2358,22.6,-84.28,78,2372.0,0,0,1,-35.189,3581.1,0.15
31,2426,23.2,-88.98,68,1902.0,0,0,1,-35.514,3548.6,0.15
32,2490,23.7,-82.08,64,2592.0,0,0,1,-34.837,3616.3,0.15
33,2550,24.2,-90.33,60,1767.0,0,0,1,-35.411,3558.9,0.15
34,2614,24.8,-77.29,64,3071.0,0,0,1,-35.536,3546.4,0.15
35,2686,25.4,-80.53,72,2747.0,0,0,1,-35.42,3557.9,0.15
36,2752,26.0,-83.42,66,2458.0,0,0,1,-35.435,3556.4,0.15
37,2824,26.6,-87.72,72,2028.0,0,0,1,-35.415,3558.5,0.15
38,2890,27.2,-78.71,66,2929.0,0,0,1,-49.748,3325.2,0.1
39,2954,27.7,-83.99,64,2401.0,0,0,1,-49.599,3340.1,0.1
40,3024,28.3,-90.43,70,1757.0,0,0,1,-49.895,3310.6,0.1
41,3094,28.9,-74.2,70,3380.0,0,0,1,-49.699,3330.2,0.1
42,3212,29.9,-31.57,118,7643.0,0,0,1,-46.848,3615.2,0.1
43,3276,30.4,-90.42,64,1758.0,0,0,1,-47.163,3583.8,0.1
44,3336,31.0,-91.03,60,1697.0,0,0,1,-47.412,3558.8,0.1
45,3396,31.5,-82.21,60,2579.0,0,0,1,-47.588,3541.2,0.1
46,3464,32.0,-87.42,68,2058.0,0,0,1,-47.482,3551.8,0.1
47,3524,32.6,-87.76,60,2024.0,0,0,1,-66.341,2865.9,0.05
48,3584,33.1,-89.91,60,1809.0,0,0,1,-82.547,2545.3,0.0
49,3648,33.6,-85.37,64,2263.0,0,0,1,-82.383,2561.8,0.0
50,3794,34.8,224.43,146,9243.0,1,0,0,-66.947,2905.3,0.05
51,3854,35.4,-83.95,60,2405.0,0,0,1,-66.695,2930.4,0.05
52,3912,35.8,-93.59,58,1441.0,0,0,1,-67.271,2872.9,0.05
53,3972,36.4,-88.14,60,1986.0,0,0,1,-67.162,2883.8,0.05
54,4044,37.0,-77.3,72,3070.0,0,0,1,-67.162,2883.8,0.05
55,4108,39.0,-80.37,64,2763.0,0,0,1,-67.154,2884.6,0.05
56,4174,39.5,-85.47,66,2253.0,0,0,1,-67.257,2874.3,0.05
57,4230,40.0,-94.2,56,1380.0,0,0,1,-67.581,2841.9,0.05
58,4288,40.5,-87.33,58,2067.0,0,0,1,-68.011,2798.8,0.05
59,4354,41.1,-80.37,66,2763.0,0,0,1,-67.831,2816.9,0.05
60,4416,41.6,-86.04,62,2196.0,0,0,1,-67.611,2838.9,0.05
