episode,timestep,elapsed_sec,ep_reward,ep_length,final_score,won,peace_win,defeated,rolling_reward_20,rolling_score_20,rolling_winrate_20
1,78,0.6,-79.45,78,2855.0,0,0,1,-79.45,2855.0,0.0
2,144,0.7,-80.11,66,2789.0,0,0,1,-79.78,2822.0,0.0
3,327,1.2,289.88,183,11788.0,1,0,0,43.44,5810.7,0.333
4,366,1.2,-95.83,39,1217.0,0,0,1,8.622,4662.2,0.25
5,414,1.3,-92.74,48,1526.0,0,0,1,-11.65,4035.0,0.2
6,471,1.5,-95.99,57,1201.0,0,0,1,-25.707,3562.7,0.167
7,531,1.6,-86.64,60,2136.0,0,0,1,-34.411,3358.9,0.143
8,585,1.7,-94.79,54,1321.0,0,0,1,-41.959,3104.1,0.125
9,651,1.9,-82.94,66,2506.0,0,0,1,-46.512,3037.7,0.111
10,720,2.0,-75.69,69,3231.0,0,0,1,-49.43,3057.0,0.1
11,792,2.2,-81.32,72,2668.0,0,0,1,-52.329,3021.6,0.091
12,960,2.6,280.24,168,10824.0,1,0,0,-24.615,3671.8,0.167
13,1017,2.7,-90.03,57,1797.0,0,0,1,-29.647,3527.6,0.154
14,1215,3.2,281.43,198,10943.0,1,0,0,-7.427,4057.3,0.214
15,1278,3.3,-85.5,63,2250.0,0,0,1,-12.632,3936.8,0.2
16,1350,3.5,-86.34,72,2166.0,0,0,1,-17.239,3826.1,0.188
17,1407,3.6,-86.41,57,2159.0,0,0,1,-21.308,3728.1,0.176
18,1449,3.7,-100.25,42,775.0,0,0,1,-25.693,3564.0,0.167
19,1515,3.8,-81.56,66,2644.0,0,0,1,-28.634,3515.6,0.158
20,1575,4.0,-88.19,60,1981.0,0,0,1,-31.611,3438.8,0.15
21,1617,4.1,-95.77,42,1223.0,0,0,1,-32.427,3357.2,0.15
22,1683,4.2,-96.56,66,1144.0,0,0,1,-33.25,3275.0,0.15
23,1743,4.3,-89.73,60,1827.0,0,0,1,-52.23,2776.9,0.1
24,1806,4.5,-94.93,63,1307.0,0,0,1,-52.186,2781.4,0.1
25,1857,4.6,-105.25,51,275.0,0,0,1,-52.811,2718.9,0.1
26,1923,4.7,-82.95,66,2505.0,0,0,1,-52.159,2784.1,0.1
27,1962,4.8,-96.23,39,1177.0,0,0,1,-52.639,2736.2,0.1
28,2016,4.9,-94.08,54,1392.0,0,0,1,-52.603,2739.7,0.1
29,2070,6.1,-91.52,54,1648.0,0,0,1,-53.032,2696.8,0.1
30,2109,6.2,-106.24,39,176.0,0,0,1,-54.559,2544.1,0.1
31,2178,6.3,-88.92,69,1908.0,0,0,1,-54.94,2506.1,0.1
32,2334,6.7,-7.84,156,8016.0,0,0,1,-69.344,2365.7,0.05
33,2394,6.8,-84.01,60,2399.0,0,0,1,-69.042,2395.8,0.05
34,2460,7.0,-85.99,66,2201.0,0,0,1,-87.414,1958.7,0.0
35,2526,7.1,-79.9,66,2810.0,0,0,1,-87.133,1986.7,0.0
36,2592,7.3,-78.55,66,2945.0,0,0,1,-86.744,2025.6,0.0
37,2643,7.4,-95.14,51,1286.0,0,0,1,-87.181,1982.0,0.0
38,2703,7.5,-90.26,60,1774.0,0,0,1,-86.681,2031.9,0.0
39,2769,7.7,-91.58,66,1642.0,0,0,1,-87.182,1981.8,0.0
40,2838,7.8,-77.18,69,3082.0,0,0,1,-86.632,2036.8,0.0
41,2877,7.9,-100.38,39,762.0,0,0,1,-86.862,2013.8,0.0
42,2943,8.1,-79.62,66,2838.0,0,0,1,-86.015,2098.5,0.0
43,3129,8.5,260.59,186,8859.0,1,0,0,-68.499,2450.1,0.05
44,3168,8.6,-98.85,39,915.0,0,0,1,-68.695,2430.5,0.05
45,3234,8.7,-87.69,66,2031.0,0,0,1,-67.817,2518.3,0.05
46,3414,9.1,209.15,180,9715.0,1,0,0,-53.212,2878.8,0.1
47,3456,9.2,-99.65,42,835.0,0,0,1,-53.383,2861.7,0.1
48,3495,9.3,-106.06,39,194.0,0,0,1,-53.982,2801.8,0.1
49,3552,9.4,-84.85,57,2315.0,0,0,1,-53.648,2835.2,0.1
50,3609,9.6,-84.66,57,2334.0,0,0,1,-52.569,2943.1,0.1
51,3678,9.7,-84.59,69,2341.0,0,0,1,-52.353,2964.7,0.1
52,3852,10.1,263.09,174,11109.0,1,0,0,-38.807,3119.3,0.15
53,3918,10.3,-85.54,66,2246.0,0,0,1,-38.883,3111.7,0.15
54,3987,10.4,-86.03,69,2197.0,0,0,1,-38.885,3111.5,0.15
55,4110,11.5,-30.19,123,5781.0,0,0,1,-36.4,3260.1,0.15
56,4182,11.7,-76.29,72,3171.0,0,0,1,-36.287,3271.3,0.15
57,4239,11.8,-93.6,57,1440.0,0,0,1,-36.21,3279.1,0.15
58,4308,11.9,-75.15,69,3285.0,0,0,1,-35.454,3354.6,0.15
59,4518,12.4,175.56,210,8356.0,1,0,0,-22.097,3690.3,0.2
60,4596,12.6,-76.19,78,3181.0,0,0,1,-22.048,3695.2,0.2
61,4635,12.7,-91.66,39,1634.0,0,0,1,-21.611,3738.8,0.2
62,4689,12.8,-91.3,54,1670.0,0,0,1,-22.196,3680.4,0.2
63,4731,12.9,-97.54,42,1046.0,0,0,1,-40.102,3289.8,0.15
64,4797,13.0,-77.73,66,3027.0,0,0,1,-39.046,3395.4,0.15
65,4851,13.2,-83.11,54,2489.0,0,0,1,-38.817,3418.3,0.15
66,5037,13.6,294.77,186,12277.0,1,0,0,-34.536,3546.4,0.15
67,5106,13.8,-75.46,69,3254.0,0,0,1,-33.327,3667.3,0.15
68,5172,13.9,-85.12,66,2288.0,0,0,1,-32.279,3772.1,0.15
69,5328,14.3,252.82,156,10082.0,1,0,0,-15.396,4160.4,0.2
70,5394,14.4,-90.57,66,1743.0,0,0,1,-15.691,4130.9,0.2
71,5436,14.5,-86.46,42,2154.0,0,0,1,-15.785,4121.5,0.2
72,5505,14.6,-80.82,69,2718.0,0,0,1,-32.98,3701.9,0.15
73,5568,14.8,-74.99,63,3301.0,0,0,1,-32.453,3754.7,0.15
